areaid,districtid,percent
108332,15,1
8075,293,0.323198144148468
88436,121,1
31815,253,1
187573,161,1
86184,461,0.921986609821064
772,322,1
5168,130,1
66853,161,0.055071941726201
139448,130,0.674202856788374
49900,310,1
147855,285,1
48938,268,1
165473,116,1
135352,346,0.128248422552005
164287,116,0.999624025566262
56266,396,1
181841,396,1
99767,11,0.268528597269133
106028,362,1
187675,381,0.793365111001717
81165,362,1
27560,31,0.524219909657957
160308,31,1
183125,307,1
93296,265,1
910,480,1
161799,480,1
12015,78,1
117847,268,1
83423,207,0.74277882268198
76711,370,1
49997,346,1
1221,401,0.785449469882698
68159,401,1
180285,401,1
180447,373,0.140132228892773
158988,332,1
79282,151,1
109244,32,1
188957,348,1
33335,309,1
49136,407,1
1221,461,0.214550530117302
158748,161,1
152001,461,1
28802,149,1
107474,189,1
158280,267,1
41055,167,1
147943,151,1
92612,373,1
26645,270,1
48627,440,0.829919419080825
178240,116,1
160192,185,1
164572,370,1
174576,157,1
119937,103,1
128916,392,1
80669,157,1
157935,103,1
121298,299,1
151410,265,1
7982,265,1
93171,265,1
167672,407,1
140545,11,0.370616861028182
14844,302,1
89246,461,1
95303,461,1
113714,380,0.046699516846383
135886,135,1
65560,167,0.713056981961249
79246,332,1
50537,367,1
116712,405,1
181086,61,1
25848,98,0.230295147573787
127553,119,1
16542,119,0.034610259426884
104179,103,1
182304,103,1
33404,299,1
23194,138,1
118149,392,1
139678,397,1
111265,56,1
93784,230,1
99195,220,1
45224,265,1
144006,265,1
63679,36,1
57255,414,1
31036,391,1
13167,92,1
180883,143,0.972880501332565
67863,84,0.157415194841604
162117,15,0.771419313285835
96659,348,1
110200,265,1
16629,265,1
134854,318,0.466781383808876
184351,438,0.249987993084016
33194,121,0.526968629961588
169454,253,1
65290,265,1
59291,265,1
95006,265,0.948012599610164
72342,253,1
169997,461,1
101336,461,1
144267,461,1
144434,440,1
25115,440,0.07373026547539
68317,373,1
149566,440,1
141946,61,1
161755,408,0.042277086635605
40167,405,1
166521,61,1
126815,285,1
181266,285,1
139611,402,0.603014793858368
47253,461,1
92837,380,1
7126,144,1
103638,119,1
58329,161,0.934024595707557
90306,161,1
128300,461,1
99606,149,1
18202,267,0.926866919148494
137478,408,1
66809,405,1
85036,61,1
151693,408,0.232993231316071
81855,285,1
185429,447,0.213598178157906
114533,66,1
107683,191,1
160521,447,1
167335,191,1
69500,121,1
21278,189,1
102135,267,1
181681,242,0.73074122673665
104556,373,1
80963,346,1
112723,370,1
37842,185,0.000200054414801
149862,268,1
41421,61,1
69115,408,0.38787844826206
106515,463,1
118310,463,1
122734,61,1
153500,285,1
87938,66,1
160559,76,0.932978489244622
182240,253,1
1702,130,0.580944796177273
36733,161,1
148281,432,1
120113,119,1
4241,380,1
46664,332,1
134895,332,1
95411,440,1
76911,61,1
1524,121,1
15907,253,1
64556,402,0.243008231259579
49891,461,1
181474,161,1
40281,428,0.257329198759628
165889,65,0.234890978195639
158802,149,0.081557445923128
162057,189,1
162758,438,0.980872982838115
183964,470,0.015296175755902
41450,447,1
189253,253,1
36803,30,1
3544,99,1
35818,101,1
168706,138,0.053871663273103
31122,397,1
131426,143,1
101007,405,1
74511,151,0.982930987561432
124548,43,1
54201,239,1
142980,239,1
120407,348,0.043756328518656
108128,394,0.025488972118186
62265,478,0.391174010318067
66074,369,0.187534742356682
78708,249,0.801478209022117
64004,87,1
117189,332,1
182666,43,0.000268116898968
82258,270,1
73753,370,0.287982104412271
62524,389,1
57883,215,0.831191376172477
3501,285,1
10785,299,0.148961108577555
127523,392,1
108508,125,0.016825653419549
118199,405,1
160321,310,1
180857,408,1
15693,66,1
110922,121,1
86457,253,1
129675,149,1
19040,189,1
129435,267,1
117881,189,1
184555,461,1
59880,428,0.007030024647098
176894,367,0.706666293249688
177994,146,0.018196949570283
43818,285,1
100895,379,1
180213,196,1
117483,194,0.87721959811064
140531,194,0.057140684167127
27904,105,1
94600,116,1
172881,401,1
100870,116,1
131026,379,1
127920,379,1
144838,22,1
168674,396,1
123843,322,1
69330,322,1
78773,480,1
73890,121,1
177919,253,1
171611,66,0.797658782566935
144263,76,1
22577,130,0.022591476470047
184946,130,1
185662,244,1
74370,244,1
95520,464,1
152876,144,1
110588,135,1
155947,380,1
56493,373,1
79323,440,1
20185,373,1
189273,367,0.282364285257026
159989,285,1
47307,285,1
150214,265,0.417373101830728
161444,480,1
79763,446,0.659027805561112
114469,80,1
58886,134,1
6373,391,1
152538,104,1
141951,84,1
20686,417,1
149136,361,1
69366,242,0.550324857174863
175920,405,1
178718,285,1
17811,463,1
160954,418,1
51848,283,1
117375,116,1
189184,5,1
58460,472,1
7880,472,1
81010,222,1.20039372914316E-05
189900,237,0.074449603714675
72892,154,1
15991,122,1
131249,397,1
101411,170,1
74450,121,1
52481,121,1
48481,418,1
27644,141,1
44609,137,0.747262689710115
169067,472,1
43278,270,1
31245,143,0.927588953053278
62952,143,1
155938,143,0.106757421879689
80597,115,0.326293465647633
11441,404,1
188209,404,0.395930353513531
183476,142,1
173294,87,1
63837,361,0.862035988524006
189066,355,0.908118255467674
69029,117,1
100250,134,1
38333,314,1
76583,141,0.051767616119891
10839,283,1
22770,143,0.0054541598473
183181,203,1
95230,143,1
179065,449,1
159417,297,1
10187,54,1
118796,15,1
132038,212,1
63608,417,1
156804,267,1
110644,189,0.831020741309775
174319,267,1
103184,307,1
180948,39,1
139183,169,0.956508689858297
107284,9,1
36347,9,1
143894,154,0.091825670858323
86351,154,1
43331,100,1
103618,154,1
69784,154,1
85985,245,0.949093483965948
31148,434,1
39027,391,1
164556,99,0.836299673015581
31828,417,1
58517,15,1
171174,146,1
152633,285,1
52778,471,0.163936197458143
118706,15,0.020777828448904
69535,170,1
55338,44,1
3983,250,1
57481,88,1
173875,105,0.019427570513923
1704,362,0.989263441698968
84064,222,1
179562,203,1
86065,143,1
149960,143,1
79408,143,1
160076,246,1
164168,15,1
159890,234,0.398880383502663
78183,15,1
106832,210,1
105042,298,0.625262113232917
6690,298,0.006762650959176
8587,170,0.759996959099894
97996,44,1
10072,121,1
85841,9,1
142541,169,0.767657769418544
138175,16,0.697576370916451
17797,220,1
69739,300,0.995311793718924
116892,16,1
94016,267,1
45677,149,0.351737218449768
135017,443,1
127319,100,1
37736,154,1
49434,100,0.985002982588887
54540,154,1
3828,109,0.874440035837706
174822,101,1
5352,143,1
77294,361,1
71394,56,1
1113,355,1
113204,290,1
13622,247,0.324594636763335
137223,470,0.9764078995304
93883,443,0.126790487012467
140675,267,1
116250,93,1
59314,22,1
155688,229,1
60613,417,0.943335639363536
40582,84,1
20550,212,1
180225,310,0.628222355528894
45845,405,1
47855,285,1
165915,285,1
91907,217,1
41733,169,1
100407,9,0.866377896698743
136337,143,1
78291,102,1
18819,203,0.953238863966513
116325,361,1
139402,56,1
46174,56,1
149323,300,1
132482,123,0.94375930342366
14618,214,0.102248531130429
9973,83,0.978948927432041
147991,149,0.145688368538355
70351,19,0.443115928980444
49812,267,1
40260,156,1
80449,285,1
187340,405,1
115189,141,1
178739,446,0.358151630326065
51010,155,0.060956916735037
170768,155,1
49993,297,1
77271,297,1
18217,449,1
106060,155,1
164991,297,1
30287,384,0.011412062694319
61673,297,1
128268,143,1
154916,203,1
121378,143,1
35292,143,1
63908,143,0.938339389476717
63227,154,1
167242,154,1
61138,472,1
107084,9,1
182409,380,1
115515,365,1
183190,155,1
127901,297,1
122720,155,1
144985,245,0.997751739201747
18211,154,1
83856,237,1
84442,296,0.879399438825135
7545,302,1
113966,154,1
72430,303,0.481875232484191
78130,290,1
148109,109,0.309392486171051
61089,434,1
56663,391,1
90518,365,1
178167,169,1
186636,365,1
168493,214,1
143018,255,1
24412,90,0.982838539896095
120743,155,1
143034,297,1
182261,446,0.788435610925079
131383,434,1
183918,441,1
185006,434,1
159079,417,1
92568,84,1
129424,15,1
63288,84,1
98432,100,0.836649558414938
30995,245,1
183421,154,1
138339,405,1
63920,408,1
144663,463,1
80988,449,1
99585,297,1
75308,143,1
184193,121,0.812134865630552
74680,454,0.444865946378551
148630,454,1
166230,155,1
109985,297,0.080519324637913
24244,155,0.756989410832486
102901,276,0.260839471399479
157092,5,1
93619,87,1
33440,56,1
162867,56,1
69129,449,1
156500,155,1
149001,54,1
182628,77,1
15806,373,1
131866,472,0.692619179090742
100125,419,1
133375,116,1
131174,283,1
101650,116,1
183270,87,1
96530,300,1
81598,149,0.001792609487226
87084,424,1
138320,267,1
83502,219,1
6531,158,0.057421629560853
59239,181,1
16663,434,1
40001,314,1
73232,101,1
69787,314,1
34853,84,1
187846,417,1
189584,239,1
21864,403,1
156549,294,1
794,365,0.014174917359672
41969,365,1
118768,290,1
15780,303,1
141784,255,0.739541770885443
133754,5,1
16995,5,1
27395,163,0.886943649856974
66293,9,1
25222,39,1
85572,365,1
169223,87,1
126153,231,0.345103672345772
116259,56,1
26703,56,1
24280,285,1
122411,290,0.715133543032311
71530,290,1
88182,83,1
149683,255,1
129345,405,1
71890,146,1
122759,408,1
4981,155,1
69879,155,1
134783,155,1
6620,87,0.260647154888085
7820,361,0.745491431017994
134069,285,1
3827,405,1
65978,408,1
72525,47,0.006866856612351
80827,147,0.417729727133359
16634,26,0.059456453019839
172088,46,1
15265,472,0.332527690633203
71089,2,1
33243,5,1
117620,298,0.035894214108787
183347,22,1
31248,268,1
54584,332,0.39557665845307
140114,270,1
38308,114,1
167801,90,0.642246412746149
52103,312,1
41049,100,1
189318,391,0.471774387217624
135596,36,0.980666698688698
89434,391,1
152941,122,1
111432,122,1
35826,397,1
8606,397,1
164085,265,1
79884,265,1
130351,265,1
2761,265,1
119178,362,0.738804477408928
172114,200,0.30213126955798
109927,467,0.841613999415624
162578,435,1
62190,403,0.002145295758638
125407,179,1
19365,362,1
31140,362,1
111805,369,1
71877,166,1
4554,405,1
21503,405,1
114541,215,0.837817082243394
57312,405,1
80419,373,1
7159,216,1
149176,167,1
15858,293,1
179310,15,1
181690,359,1
13367,435,1
136991,55,1
51901,63,1
146931,268,1
69929,405,1
182611,61,0.374500556494167
127489,405,1
91024,267,0.137679913297687
70810,424,1
132601,189,1
161665,114,0.313252626313157
43665,332,1
61111,43,1
16897,190,1
4936,332,1
101594,270,1
127321,362,0.045190688221857
23558,381,1
63624,362,1
185251,362,1
170640,293,1
11843,15,1
148387,309,1
176314,403,0.01562944018187
129177,362,1
62848,403,1
17432,166,1
94054,166,1
171718,220,1
138906,405,1
120018,146,1
160684,405,1
37718,43,1
65205,332,1
135278,270,1
70093,151,1
4690,293,1
88444,293,1
52936,15,1
185055,15,1
107944,309,1
156290,239,1
95147,15,1
60021,161,1
188802,405,1
82341,146,0.443451642591333
104293,61,1
26970,405,1
146432,190,0.548320336893344
120773,332,1
99288,190,1
104913,15,1
30840,293,1
159750,272,1
23519,15,1
64503,55,1
43805,63,1
150177,63,1
168745,63,0.634988595894522
109587,379,1
101564,63,1
130635,362,0.986325812129941
145860,407,1
169314,478,1
92570,165,0.065290281278758
54613,268,0.913195444220495
150486,430,0.102894688402839
119578,15,1
52967,239,1
58123,272,1
14489,309,1
86100,2,1
168155,167,1
56280,332,1
142120,190,1
3520,216,0.180226999043836
141603,342,0.025733984786097
76944,103,1
5251,103,0.222666330584663
139358,151,1
95618,212,0.233465462967037
133403,239,0.371610934703308
100104,309,0.984785870021803
67877,154,1
7252,154,1
185797,244,0.124634527775889
167276,90,0.042937816954359
23101,103,1
93821,103,1
116107,103,1
70984,166,1
74293,166,1
112877,180,1
78144,30,1
174245,134,1
69006,30,1
159064,182,1
172380,182,0.110097102139288
1276,366,1
62302,359,1
180823,348,0.426792661255463
90038,470,1
115264,424,1
111160,267,1
188310,189,1
35603,119,0.395168003329652
32019,144,1
18723,432,1
161575,435,1
179270,119,1
12981,16,1
50175,362,1
74330,362,1
187973,200,1
6782,362,1
22975,56,1
125401,369,1
162622,220,0.181581021658324
88509,87,1
55902,302,0.082577542717006
8660,405,1
184672,463,1
167478,405,1
190063,92,1
176025,99,1
144096,391,1
3248,122,1
14807,122,1
89745,140,1
72676,135,1
169570,275,0.030491952845515
188713,16,1
161212,135,1
39371,77,1
107519,265,1
103015,265,1
84208,105,1
179878,403,0.99334005731393
98164,118,1
19008,56,1
77962,265,1
102151,265,1
102641,122,1
152339,103,1
149677,157,1
155787,299,1
46464,392,1
12823,299,1
182445,299,1
139086,103,0.728227861775379
155251,116,0.518407705476712
93237,268,1
21575,268,1
136195,405,0.933179603585426
89382,367,0.787084048507836
141013,45,0.283605264948235
60479,149,0.059905566003761
7868,407,1
48869,161,1
80060,244,1
77764,380,1
60381,9,0.625371952390094
183967,144,1
149742,119,0.844796055975062
50870,83,1
8746,309,0.053021968130008
175494,366,0.344364024822057
5970,121,0.95886820539087
97200,121,0.22334479019538
135452,447,1
134290,7,0.878276494081301
91613,7,1
102551,55,1
24475,63,1
62569,105,1
81872,105,1
50399,63,1
183827,265,1
140194,452,0.442533610755442
77236,265,1
5653,265,1
175958,407,1
93322,212,1
40286,309,1
53561,15,1
7728,318,0.885323377111895
69208,107,0.748013443764254
119653,239,1
181704,15,1
179476,207,1
123329,132,1
36809,268,1
75500,346,0.173065535728575
143180,332,1
35954,270,1
182379,265,1
174123,392,1
118860,103,1
10385,185,1
139179,268,1
110898,370,1
42924,157,1
173511,392,1
31369,405,1
77862,61,0.028169521514437
160791,146,1
49720,70,1
2764,267,1
182433,189,1
21963,149,1
65789,15,1
45459,309,1
165987,239,1
72228,339,1
58862,407,0.00469147455485
97351,22,1
22936,30,1
126422,211,1
183473,265,1
186732,265,1
59136,262,0.850892700017598
90723,87,0.688972407002714
927,369,1
104728,56,1
162642,70,1
17112,215,1
88720,405,1
184448,438,1
23579,1,0.154709327444674
143686,396,1
131528,407,1
17281,396,1
179664,210,0.9056620383338
135011,332,1
127556,190,1
103889,56,1
68735,70,1
88015,61,1
126580,405,1
83331,394,0.184234111678377
69836,394,0.622190129097041
149886,407,1
68208,440,0.044185227290923
127072,332,1
104817,373,0.920611621284357
167777,161,1
160957,154,1
19423,461,1
11873,239,1
186780,309,1
112567,239,1
150428,432,1
161537,408,0.388934698550191
9535,367,1
139009,211,0.037414217402613
25746,480,1
38206,480,1
143593,78,1
55413,10,0.172123929229045
88179,32,1
59840,293,1
5658,309,1
93236,454,0.264132218175997
166476,76,0.550238908942478
5922,76,1
108770,447,1
63858,100,1
166476,282,0.449761091057522
34363,194,0.405903497746359
17529,435,1
132108,365,1
138891,144,1
34176,160,1
70308,103,1
179382,103,1
158663,89,1
115997,265,1
143267,265,1
184041,116,1
156519,461,1
4596,470,0.914458197889478
19200,85,1
24402,191,1
167837,421,0.100957288070502
109016,121,1
123228,191,0.674079736187038
81916,299,1
78986,157,1
15177,247,0.563576646423914
148284,247,0.511325721509669
30519,332,1
81322,309,1
65214,403,1
6389,381,1
28465,362,1
12722,362,1
109313,407,1
43733,229,1
99496,229,1
32687,154,1
124941,31,1
63990,151,1
39074,440,1
89975,332,0.622614942758626
32258,268,1
73726,268,1
86639,401,1
179269,215,0.429375389981281
138717,285,1
84032,408,1
117653,66,1
119837,121,1
50578,253,1
153698,155,0.921731565865783
20257,15,1
10270,135,0.337119120224746
107237,424,1
80364,149,0.278672978196412
167487,85,0.27787090192627
34744,299,0.702065864430647
7010,299,1
72918,43,1
145192,216,1
45595,373,1
7909,293,1
166516,348,1
59784,15,1
73141,309,1
75066,362,1
121203,362,0.999927988190063
119923,262,1
159051,381,0.08809992635994
41397,262,1
162360,262,0.089708876099364
104685,22,1
147629,467,1
182646,432,0.256105956659916
154260,119,1
40097,440,0.017793665535131
142949,161,1
110682,462,0.108094590268886
121428,435,0.074303554274736
49137,267,1
30732,149,1
167271,145,0.346335257618128
98572,2,0.59737103412931
66177,43,1
165894,373,1
82106,215,1
96181,408,0.703612239588545
28013,204,0.88701810543163
13064,268,0.406374470127169
88959,248,1
39064,121,1
164357,10,1
127183,253,1
121411,130,1
110529,130,1
145886,470,1
59932,373,0.946993936679092
13403,190,0.816559260297002
187165,440,0.167151046420394
183011,332,1
88074,405,0.425957358227716
179610,61,1
21763,408,1
165188,367,1
3437,401,1
112547,346,0.581466158795192
65623,116,1
127269,446,0.643886201695532
67333,480,1
165318,480,1
178029,121,1
32795,253,1
10077,76,0.819555221168815
76247,155,1
63435,265,1
41296,253,1
151427,421,0.011194149276661
19741,444,0.935172811152101
119743,253,1
122651,77,0.612241388274535
64453,480,0.982839794077529
12918,480,0.999859993279677
59969,155,1
88680,189,1
176945,267,1
50528,267,1
55683,474,0.013064598738756
76708,161,0.32522020305503
101736,244,1
110446,464,0.752898040220315
93135,161,1
64741,464,1
122455,461,1
34837,262,0.993776945904223
60412,473,1
185589,473,1
118558,473,1
148325,440,1
75344,151,1
23929,84,1
30492,417,0.41096109546967
119840,469,1
64720,61,1
61731,285,1
88496,408,1
137029,132,1
178488,204,0.740015044453158
188915,204,0.081043016216606
153780,10,1
96797,76,1
165841,464,1
158676,464,1
70288,100,1
4901,450,1
33510,450,1
165458,403,0.000228125012507
146211,373,0.190949448088306
1560,180,0.50463572448951
38264,56,1
81602,447,0.430901435284135
91889,244,1
97365,461,1
56982,55,1
110487,379,1
68047,176,1
19126,176,1
28966,467,0.54678744116046
150527,307,0.18510298827961
73315,322,0.008930286153255
108502,309,0.982493058833884
90512,362,1
124905,34,0.981297716032587
53574,473,1
82704,470,1
125781,362,0.869090196266692
146260,200,0.094985614303264
77848,440,0.773501365124863
37911,332,1
154310,373,1
179745,439,0.184909827898732
98147,470,1
129513,161,1
126035,464,1
59440,100,1
128209,461,1
93739,403,1
109907,478,0.970021773238129
151698,396,1
79746,210,1
145536,260,0.560835467349552
4029,401,0.644570025356146
147203,401,1
57153,212,1
3513,405,1
139614,61,1
121808,10,1
147319,130,1
139958,161,1
127085,461,1
188898,210,0.999935975926948
18297,210,0.672567504841782
149424,396,1
64484,440,1
185811,151,0.953891285729151
187119,2,1
72980,75,0.991960880821759
54063,53,1
133152,348,0.138991951138488
96524,15,1
171945,464,1
177470,154,1
186860,467,0.437575801241639
77430,119,1
75658,119,1
78263,144,1
5951,462,0.104380149085918
79803,267,1
26928,424,0.719159632249052
20471,189,0.375322087607829
53311,130,0.995597728427869
112232,130,1
43521,401,1
133298,372,0.409005575947771
130441,464,1
158318,391,1
128079,80,1
133135,391,1
185689,265,1
142327,265,1
109836,480,0.784986239119304
135497,480,0.871102453229439
101262,78,0.885917803833687
145892,138,1
53595,397,1
123540,122,1
131708,397,1
72999,143,1
54606,138,1
46500,121,1
154577,454,1
174932,66,1
126677,190,1
187783,270,1
171241,369,0.9289673430539
100908,121,1
68405,447,0.001941234625222
34631,253,1
61379,61,1
114123,408,1
19201,378,1
123076,379,1
153020,159,1
100574,322,1
150125,322,0.782943379316967
147769,307,1
92256,407,1
124478,22,0.802252385561057
67202,22,1
13626,407,1
56875,366,0.322214486908649
149298,15,1
29273,359,1
152794,43,0.286444327058522
110720,346,1
94021,401,1
119162,401,1
158863,401,1
168016,401,1
133203,70,1
67631,215,1
133253,285,1
184377,405,1
60647,267,1
178929,470,1
38685,189,0.00053612223587
47004,155,1
115368,78,1
96653,366,1
184212,293,0.693649733422393
79270,362,1
184008,362,1
104930,473,1
20323,166,1
72298,87,1
172365,56,1
4960,326,0.401689394666923
88166,440,1
47527,151,1
77319,270,1
105061,2,0.993129101618024
108384,440,0.993570727996958
32683,359,1
14413,309,1
32291,61,1
164006,146,1
96088,285,1
70910,63,1
51486,63,1
129192,55,1
166720,119,1
178310,464,0.345448577592936
36238,381,0.052415255933085
131849,362,1
131767,381,0.060692774098013
79578,87,1
140527,369,1
32774,87,1
98047,332,1
189813,373,1
26213,440,0.72430785736017
31971,151,1
169561,146,1
172963,285,0.00543939418197
129363,379,0.878600205640305
174285,63,1
27713,323,1
44135,55,1
15150,424,1
37133,267,1
104627,267,1
14609,464,1
88576,461,1
188366,130,1
65755,56,1
87823,180,0.401050795098957
149184,220,0.980154999059763
50484,56,0.320745803155691
119978,332,1
36764,270,0.011325100774202
45608,268,1
183382,268,1
146471,401,1
19668,370,1
168828,346,1
147239,321,1
140613,215,1
48346,285,1
32082,77,0.171347535077116
177757,408,1
87995,268,1
46861,268,1
68643,401,1
29171,401,1
108658,470,0.218830565741645
83250,424,1
58215,189,1
40756,130,0.544539516864905
151640,461,1
5421,130,1
24811,87,0.945112165055732
53641,220,1
83900,56,1
59620,87,0.050192911116803
81540,229,0.976290198055052
152483,210,0.133343203197836
39034,43,0.22720942517328
30176,125,0.540351396663692
171296,392,1
1914,157,0.2096240974657
117223,267,1
186984,470,1
165067,189,1
135775,342,0.010332008819422
117032,440,1
2588,190,0.028688770669965
62622,440,0.549765404816808
73642,151,1
30742,270,1
90829,191,1
36288,444,1
32616,253,1
109022,87,1
189178,369,0.636093515052628
184690,87,1
123614,63,1
29507,310,1
95228,63,0.796621088982525
13108,63,1
86871,268,1
62516,204,0.044882362355954
106776,401,1
76067,461,1
83130,470,1
124884,424,0.965718471199913
124568,267,1
129317,130,1
83094,464,1
50050,464,1
24684,470,1
158104,189,1
80990,474,0.968241837387964
49301,56,1
56609,87,1
169541,405,1
146432,61,0.267789377611964
96438,408,1
123668,161,1
75260,130,0.134915997662822
58186,161,1
173606,189,1
65050,470,1
23517,189,1
132314,470,1
154514,229,1
6341,210,1
156550,285,1
126906,405,1
51039,61,1
103058,348,0.926234396199456
184125,239,1
171949,461,0.175980803839232
171222,50,0.980189381508489
26706,130,1
141155,369,1
172519,191,0.233343471857591
37564,444,0.020069780096668
125280,447,0.597766570605187
140203,405,1
134742,146,0.000332095643545
82417,408,1
178554,405,0.210976224985786
134963,151,1
148744,200,0.996702654683111
95796,362,1
182487,262,1
179458,177,0.352151505693868
100508,366,0.092418113950334
115095,22,0.636469073195703
119603,267,1
80749,267,1
65520,432,1
31558,119,1
183281,119,1
174236,268,1
46248,143,1
63851,271,0.657940223262514
46536,122,1
18085,140,1
116936,407,1
136579,396,0.212617018807059
55012,121,1
101447,10,1
171307,191,0.974770880858046
136067,121,1
98533,253,1
21132,191,0.03727923608582
16444,267,1
26154,267,1
148547,424,1
143517,405,1
110095,61,0.128199379441497
143899,408,1
115844,190,1
183116,332,1
33082,405,1
119879,146,1
88935,366,1
35208,239,1
158725,309,0.995195346567133
1219,469,1
179814,307,0.517450974119454
19857,275,0.096749538821063
20509,322,1
36139,107,0.108359740093464
69131,220,0.353158170593625
62741,369,1
165630,56,1
51192,392,1
22004,268,1
70170,146,1
166037,285,1
175844,405,1
46201,267,1
118809,149,1
118923,189,1
54723,155,1
182822,155,1
61144,155,1
58737,103,1
173924,392,1
90469,299,1
157592,293,1
143164,293,1
159778,212,0.999044011471862
9100,354,0.018710211790314
188349,380,1
46193,244,0.375057496550207
124186,322,1
127411,119,1
133153,135,0.215715229005342
10099,31,1
88679,119,1
69362,242,0.327888658193616
158064,166,0.983115392154118
133076,309,0.878846677015155
102314,366,0.973965335125792
147698,239,1
109969,61,1
144270,146,0.040170300627023
17888,408,1
60361,408,1
62597,175,0.221781195733069
82783,378,0.300844964436243
38772,159,1
43038,185,0.81386137029272
20175,212,0.760947043788175
64097,348,1
58341,265,1
52810,265,1
30376,265,1
44442,265,1
66995,432,1
101425,265,1
3702,77,1
14422,265,1
7278,80,1
44097,391,1
128828,80,1
23146,391,0.615457893051553
51110,11,0.067734887108522
68586,1,1
146847,478,0.236101161054835
170926,480,1
125067,478,0.745875591345346
33026,454,1
121688,145,1
34639,461,1
107128,461,1
94886,100,1
142101,461,1
190213,119,1
178696,144,1
9735,16,0.553071821171124
20143,56,1
61009,166,1
30970,270,1
171733,43,0.621119230369048
111735,373,1
98293,405,1
60737,61,1
140746,408,0.580493193671175
14825,405,1
181163,77,1
100323,212,1
102877,463,1
27090,146,1
40142,408,1
124634,63,1
69370,55,1
45268,63,0.979296215376982
83148,63,1
120246,185,0.391048108315729
54027,405,1
12760,116,1
47226,401,1
134753,389,0.925237048866688
29774,100,1
166142,244,1
36624,464,1
160021,477,0.450435130539162
84072,189,0.073173561654797
48433,189,1
150319,446,0.471550992974764
142867,480,1
120996,446,1
59878,103,1
89221,103,1
47271,299,0.444001296108873
108606,161,1
19108,332,1
113518,309,1
136192,239,1
110378,469,1
72192,359,1
85687,253,1
112035,289,1
28173,462,0.968001888596797
134178,435,0.172838073128265
150338,322,0.594986137061057
129553,103,1
131799,130,0.434654543126081
119775,461,1
155640,461,1
101692,47,1
173139,323,1
10345,46,1
135626,403,1
149306,403,1
59524,380,1
94781,119,1
28401,432,1
91946,446,0.670774056233897
37281,267,1
44568,145,0.419270697897706
144116,440,0.574924942956647
10953,190,0.94702501040766
84998,407,1
26382,396,1
74444,210,1
186513,405,1
153154,405,1
106628,146,1
66275,380,1
39931,119,1
149687,307,1
139095,45,0.683726923831134
14431,145,1
113003,389,1
159438,407,1
44298,22,0.521370666176077
89151,210,0.280799747128184
35873,56,1
146184,267,1
135860,396,0.689505154969262
61075,229,1
32310,87,1
16374,369,1
143229,121,0.728314933155134
147180,76,1
26877,121,1
34899,253,1
155559,405,1
86988,405,0.108449165329246
117589,103,1
116064,299,1
82176,299,1
69989,470,1
166820,189,1
123704,356,0.007509136249194
31616,251,0.002168763404718
62068,116,1
145446,269,4.40227157213122E-05
96340,210,1
45176,216,0.036989178484988
172499,151,1
40267,43,1
126661,407,1
11503,318,1
155504,229,1
106120,242,1
122046,87,1
73553,309,0.993194829510676
151826,239,1
106418,469,0.85387908614412
130056,421,0.202811855216647
111409,66,0.202730230640856
184104,461,1
143546,247,0.893457083991759
1886,214,0.502647599149887
127915,217,0.710868930076563
125481,217,1
101279,155,1
41827,267,1
68306,470,1
57581,267,1
140295,268,1
140871,116,1
14701,332,1
142493,332,1
114884,332,0.979231584631693
68351,270,0.025721415317679
15058,285,1
113223,405,1
93836,215,0.124541011015736
118791,408,1
52422,176,1
157075,47,1
134724,46,1
57505,462,0.98318668699309
109473,169,0.770659933414431
116796,135,0.273702661709561
57896,470,1
179048,143,1
62252,397,1
13376,22,1
34024,318,1
77235,229,1
38334,56,1
169908,87,1
144873,220,0.9659355520169
46389,348,1
50208,47,1
186216,46,1
24573,47,1
48355,200,0.962696332459633
86006,362,1
31165,362,1
94403,381,0.100408212270381
185086,380,1
62844,441,1
16433,391,1
120214,441,0.430561891271118
168135,361,0.440816930827375
29365,289,0.417704558725893
8861,76,1
27953,121,1
147078,10,0.985806745998391
139225,100,1
57742,100,1
73587,464,1
16575,100,0.620122109898909
169519,47,1
98768,47,1
144627,46,1
55030,322,1
173481,380,1
127341,303,1
77088,116,1
68182,202,0.98503103030206
184954,116,0.99984000127999
115310,373,1
150420,47,1
139557,176,1
20713,47,1
109108,31,1
131380,119,1
51953,392,0.267131786669228
169349,299,1
61080,247,0.496935558720456
51853,299,1
144432,247,1
125064,214,1
21930,348,0.99452891430767
158909,10,1
188304,461,0.470862545442911
140529,100,1
58924,428,1
99193,130,1
71392,285,1
141150,405,1
114979,265,1
28210,265,1
87677,389,0.033477425552354
102330,478,1
120705,478,1
10058,396,0.899104709380741
84784,87,1
80045,220,1
22278,56,0.977740850484504
51742,253,1
163095,253,1
130857,405,1
175913,146,1
158243,408,1
56162,323,1
129887,268,1
153995,260,0.901228739132
63831,389,1
180080,190,1
120447,267,1
11055,396,0.158143704427031
13576,229,1
104279,210,1
175697,87,1
124112,87,1
46626,87,1
73280,309,1
20677,299,1
5708,299,1
54331,364,1
19172,364,1
20146,77,0.087897936330187
9365,480,1
80767,480,1
58846,446,1
3180,145,1
101505,149,1
100613,440,1
105366,440,1
24363,66,0.722033233547313
44506,121,0.012924859747265
21401,10,1
30874,100,1
147972,461,1
188182,130,1
108378,47,1
25758,46,1
63071,47,1
136357,26,0.417892769826058
162174,403,1
