areaid,districtid,percent
157868,218,0.006821074879711
91542,16,1
54903,4,1
42836,39,1
23244,39,1
105687,388,1
166097,454,1
115377,83,1
54837,54,1
162966,452,1
134053,409,0.360284879766335
53635,30,1
84805,134,1
134964,314,0.113234870547573
131010,101,1
158297,465,1
45774,465,1
76384,181,1
89732,159,1
114789,176,1
36824,411,0.080071523147019
105396,283,1
147874,141,1
75653,465,0.935154280225717
143827,231,1
115751,465,1
54160,449,1
10451,54,1
23881,442,0.449813099821504
156958,333,1
135301,316,0.015752160668036
63270,218,1
74746,18,0.171890248780098
171725,18,0.003407713752045
160579,18,1
39419,377,0.694871979574359
74510,154,1
162941,30,1
71327,314,1
100536,283,1
31243,137,1
189998,224,1
84596,56,0.295267724511818
72626,386,0.167549051386404
135586,231,0.585835587496199
169486,417,1
174994,116,1
49230,165,1
177664,165,0.761164768862678
139758,373,0.408152980373492
63899,5,1
53971,163,1
4728,270,1
41436,429,0.995586464089503
155499,218,1
19059,155,0.622797048324876
4309,333,1
51178,77,1
119297,5,1
154737,276,0.510154355810548
66996,212,1
110770,24,0.192924964288715
163509,405,1
12872,285,1
159205,405,1
51058,109,1
57159,101,1
173171,314,1
60646,5,1
33764,373,1
110685,5,1
49350,56,1
16052,231,1
163655,386,0.155576363629088
53352,417,1
94966,320,1
177340,158,0.199865531690099
109059,124,0.513881831385462
53538,77,1
150160,449,0.245177421290555
168355,54,1
46344,389,1
72180,476,1
179054,300,1
104528,53,1
176679,144,1
103802,454,1
12114,285,1
183179,405,1
63206,463,0.55273232022209
107368,132,0.998411205602801
49141,224,1
127742,141,0.228838933320524
87260,373,1
143361,5,1
67153,2,1
186897,178,1
124541,199,0.93926652557799
113441,478,0.457779147537834
131028,199,1
142374,355,1
148241,296,1
174647,296,1
78653,148,0.435955910300266
141428,433,0.515031743682267
149621,231,1
99923,231,1
12685,386,0.185522661608522
59741,53,1
90436,231,1
61788,418,1
119756,224,1
96747,389,1
53377,389,1
138635,254,1
86565,393,1
166253,393,1
81719,218,0.605609953323779
168151,212,1
159358,436,1
22549,239,1
154679,154,1
133583,181,1
29607,181,1
171162,320,1
154111,212,1
131081,153,0.046207340837158
73096,451,1
184781,454,1
100652,66,0.95294621452556
71262,405,1
66667,285,1
163087,168,1
27858,176,1
165880,181,1
117492,134,1
3651,314,1
135517,30,1
151801,21,1
173724,172,1
7987,267,1
25268,163,1
166371,2,1
26080,163,1
22440,199,1
113600,154,1
147304,386,1
74220,101,1
91323,412,1
97440,314,1
49086,176,1
97202,7,1
159924,176,1
133207,431,1
121197,52,0.342031026797325
185504,224,1
183578,132,1
16912,141,0.940918643050135
188190,163,1
106554,2,0.203679753348415
96302,163,1
47077,393,1
76521,203,1
91499,156,0.482934614353883
18360,267,1
132888,313,0.35253027569183
188207,155,0.094531484482862
168083,297,1
68066,449,1
46569,267,1
158595,58,1
78758,5,1
13296,163,1
92725,5,1
45146,218,0.007914141373706
117075,143,1
73017,102,1
170315,316,1
18991,93,1
181109,142,1
72763,142,1
148309,121,1
72762,100,1
163999,16,0.780135687598505
115060,39,1
172688,39,1
109437,156,1
169353,19,0.134532198493015
168875,5,0.904774291659997
139294,163,1
31662,15,1
102768,239,1
33635,417,1
149924,222,0.286730047455565
136709,2,1
104632,163,1
167624,163,1
112471,203,0.788001504613882
62049,468,1
154719,468,1
53639,386,1
14227,231,1
119326,53,1
54630,465,0.63228055290982
34335,134,1
73904,267,1
35752,172,1
44750,267,1
62211,267,1
189,156,1
143306,156,1
120025,22,1
140017,15,1
123728,84,1
26847,436,0.997490534472132
124402,146,1
24519,176,1
168970,181,1
146869,181,1
1503,181,1
124419,30,1
28606,134,1
163006,116,1
41070,418,1
182986,418,1
127301,146,1
87613,463,0.175662268875963
140323,168,0.267535647414662
17377,365,1
176074,365,1
37995,169,1
115491,449,1
156199,449,1
62957,54,1
43043,314,1
3630,30,1
58582,314,0.970879301103227
112673,443,1
28605,267,1
133277,172,1
114500,19,0.860543564380207
52838,356,0.124252515630128
93438,355,0.840065965384184
90620,465,1
3411,231,1
2542,303,1
138387,303,0.858495848464972
47571,303,0.998720092153365
189570,90,1
160545,73,1
170621,431,1
137508,77,1
7169,333,1
176401,134,0.341072871093906
187114,109,1
60313,28,1
46268,142,1
138750,478,1
39748,93,0.001060759503805
186199,53,0.342994859640976
35018,56,0.015603416175181
66421,100,1
85352,154,1
58417,282,0.070884039585893
83786,458,1
73221,100,1
83891,442,0.59442325471566
74326,393,0.995545434170082
10925,442,1
38521,333,0.884359241175058
173143,30,1
40269,314,1
67190,314,1
54482,52,0.410178538560648
25290,267,1
43875,416,1
147272,465,1
76320,344,1
37482,436,1
36454,15,1
94692,181,1
47493,181,1
42107,131,1
142387,137,1
31957,132,1
54705,132,1
65963,431,1
59987,283,1
77067,137,1
129774,116,1
126510,109,1
106566,134,1
178761,30,0.763367026001777
19528,386,1
45435,176,0.725304519606824
72846,176,1
80698,176,1
30281,320,1
19177,23,0.985021589240195
80828,16,1
33894,36,0.633697449055154
146650,101,1
183160,283,1
38955,418,1
123421,5,1
70383,176,1
112427,267,1
29980,443,1
124024,267,1
1299,418,1
120431,268,1
14637,142,0.315765257539749
132251,22,1
107921,478,1
139986,212,1
134532,15,1
34574,212,1
19974,84,1
70837,15,1
62058,15,1
8293,239,1
33853,31,0.999551879903814
48515,169,1
94843,39,0.263584934345819
105205,83,1
136852,442,1
127945,77,1
124300,77,1
92453,77,1
68238,268,1
30185,218,1
59899,393,1
62174,239,1
139279,436,0.243371208331165
85922,239,0.986029806283184
110774,289,1
76948,121,1
17742,170,1
118829,94,0.195526992905134
5061,105,1
172103,418,1
87555,165,1
21129,178,1
42786,407,0.880317883125557
94992,101,1
110597,156,1
175944,58,1
184422,437,0.107459246632896
124962,300,0.13009180550833
65382,344,0.088562406701111
45497,355,1
157900,77,1
16487,77,1
174770,431,1
56156,389,1
17819,165,0.250164044620137
133620,165,0.041131352253222
173177,23,0.994153474300898
72314,9,0.035997664411064
117625,376,0.81748492644264
98596,325,0.30740490353344
123820,478,1
128926,405,1
45978,73,1
15346,54,0.837186882465418
28425,442,1
99452,452,0.92804983935052
54997,431,1
13884,267,1
39739,156,1
106564,156,0.941677866308278
138860,156,1
183587,267,1
41784,267,1
58905,156,1
100364,393,1
81588,18,0.001355761385996
127262,455,0.97685179625738
188411,44,1
104786,170,1
14201,39,1
186618,16,1
66325,176,1
48400,181,1
178152,286,0.948824143767782
126746,362,1
179510,290,1
112244,255,1
60782,472,1
106880,2,1
71393,386,0.063990876167991
76629,231,1
1099,154,1
100587,285,1
167207,146,1
96914,285,1
135682,90,1
23174,83,1
87205,303,0.047370505021418
104689,418,1
181791,141,1
91228,165,1
19753,284,1
127215,5,1
125906,465,1
113000,15,1
151180,84,0.499595660354698
30792,436,1
188789,15,1
106526,436,1
159544,239,1
96745,285,1
155629,405,1
88676,146,1
179218,347,0.037143291560634
167589,449,1
173784,54,1
65022,431,1
127118,442,1
53842,418,1
163350,268,0.961017044045781
154315,418,1
106935,2,1
182046,224,1
185969,165,1
109751,165,1
135494,390,1
125336,270,1
183362,284,0.637801042091867
138708,203,1
156372,18,1
44803,468,1
75469,405,1
63026,123,1
17026,405,0.321313916531235
110151,257,1
85775,168,1
195,405,1
190096,174,1
5127,176,1
43302,176,1
94135,7,1
13968,109,1
40145,434,1
142216,30,0.121606857719136
30644,314,1
73620,109,1
402,468,1
28964,468,1
110780,454,1
176490,285,1
21520,405,1
42841,285,1
124663,159,1
99624,468,1
87669,18,0.04149853833326
164528,18,1
113008,15,0.587367941019989
176005,436,0.998158784797967
84699,436,0.193658772818052
46037,436,0.907802156459372
4628,239,0.466188565616766
170724,431,1
167060,442,1
7004,132,1
137257,116,0.881240275350087
185257,165,1
188269,116,1
70028,268,1
45077,452,0.238129343837902
175403,442,0.027910625167588
97957,54,0.558246057589989
77606,292,0.183571302802811
17577,134,1
102078,28,1
138251,156,0.938792
22536,189,1
2697,267,1
177703,224,1
71812,224,1
54616,296,1
85754,176,1
103777,176,1
137737,320,1
11838,320,0.611156012931724
157076,131,0.973549249121909
143221,7,1
152743,313,1
18425,427,0.695314531713231
37352,105,1
169391,105,1
166606,365,1
883,39,1
84087,39,1
185155,333,1
56944,333,1
47467,333,1
69773,5,1
51933,2,1
111722,163,1
162465,365,1
179379,144,1
44130,77,1
84902,77,1
157356,434,1
128273,283,0.131689498447652
144057,224,1
59060,389,0.137822000928579
57987,132,1
81609,15,1
67221,15,1
25622,84,1
187989,15,1
135226,436,1
40451,239,1
14545,83,1
155165,90,1
97544,90,1
93004,224,1
111882,115,1
81489,163,1
71413,68,1
151431,68,1
121792,23,0.856827867704436
175036,16,1
176788,380,0.605238316186941
36104,290,1
126936,303,1
48518,90,1
40297,84,0.773669503671025
33109,16,1
145222,16,1
6375,169,1
41678,9,1
58985,454,1
111036,136,1
29223,136,1
164349,451,1
95511,388,1
145402,431,1
120737,333,0.798544738485183
52579,442,1
131145,431,0.056468235845913
141061,449,1
9339,449,0.019350941343084
103001,442,1
49179,54,1
135585,427,0.004281284385316
150243,105,0.066220107174278
186382,105,0.283180956494613
142236,105,1
92364,334,1
177478,380,1
90189,365,1
134801,365,1
136290,409,0.816358456897311
131176,442,1
146167,442,0.999363620717948
163712,431,1
175327,44,1
179620,121,1
104710,121,1
114633,121,1
140708,393,0.744079660928764
172686,18,0.000595964242145
111960,18,1
75039,18,1
137147,436,1
42098,436,1
73484,83,1
27004,255,1
115019,90,0.683188948349372
176029,21,0.212450533577148
155187,389,1
157492,165,1
27710,224,1
27311,224,1
82929,56,0.567523523523524
88507,28,1
83006,134,1
28481,109,1
65958,163,1
26564,390,1
122133,431,1
36603,137,1
39563,237,0.844992454959913
61114,161,1
35503,161,1
93734,161,1
158310,296,0.770821408414623
161769,296,1
164824,283,1
113847,165,1
59345,316,0.405704563650921
123102,131,1
149828,323,1
69642,365,1
6205,9,1
55710,9,1
41791,217,0.636240659881615
86912,303,1
17010,90,1
118429,303,0.249965003219704
142047,400,1
79587,207,1
123909,134,1
150906,314,1
73535,109,1
103054,101,1
81249,77,1
133545,77,1
51928,77,1
53958,77,1
72234,218,0.983059260563944
40544,18,1
31964,18,1
83032,417,1
98872,15,1
16870,436,1
57985,436,0.972007652469042
59982,324,0.267834277665738
111605,431,1
168156,333,1
78680,109,1
123617,101,1
49731,109,1
43629,218,1
163475,453,1
145456,18,1
97336,224,1
170844,418,1
88480,134,1
99084,101,1
16491,314,1
89631,109,1
15762,434,1
179626,28,1
164341,134,1
49840,442,1
17780,89,0.297541629815792
58144,431,1
143701,333,1
157658,30,1
117676,314,1
100045,28,0.007586366946487
130462,207,0.113388732777738
160589,132,1
152467,132,1
109879,316,1
130227,238,0.064456500864221
97924,393,1
154954,270,1
149013,472,0.892541744861171
178596,344,1
38123,231,1
46414,355,1
95396,169,1
71795,16,0.287556051569444
90093,365,1
81301,144,1
119601,390,0.75734958659826
156943,5,1
107774,390,0.172941779122445
62025,203,1
82061,316,1
106118,316,0.330975484780068
139395,417,1
147381,212,1
58258,436,1
73960,176,0.404257531463581
189072,176,1
63874,131,1
154754,320,1
164742,58,1
53626,267,1
149991,19,0.945394813187517
16160,219,0.167639405948521
179218,233,0.962460588018758
183485,172,1
118493,156,1
32397,36,1
171412,101,1
33656,314,1
128032,101,1
118085,431,0.001344941459021
85111,77,1
170911,431,1
156668,218,1
170925,18,1
27380,116,1
35004,283,0.005621326633085
68593,141,0.508013384994716
53154,224,1
183227,386,1
161094,361,1
3229,355,1
131765,344,1
101075,231,1
84602,344,1
62920,53,1
116603,270,1
78769,20,1
157029,284,1
182229,284,0.264292974971786
35884,163,1
16566,167,0.974279230057998
28762,2,1
87228,101,0.038613251402191
97315,434,1
105532,464,0.807369158410888
113637,464,1
87639,141,1
91296,268,0.315060385507478
52681,165,1
103649,436,1
70376,239,0.468772522702884
115282,181,1
22393,181,1
182993,181,1
555,159,1
177384,325,1
118925,465,0.770344579181174
91036,231,1
146340,231,1
108319,53,1
22031,431,1
114092,294,1
88370,68,1
20680,123,0.778507376685113
25741,285,1
12208,405,1
102127,142,0.588055951218731
176634,325,1
78778,178,0.99998399519856
189172,393,1
174360,18,1
35360,18,1
120284,453,0.640671332701058
76462,18,1
77739,182,1
38405,198,0.432136111911393
83459,182,1
172948,134,1
142864,30,1
119494,134,1
116171,441,0.599994397848774
37788,153,0.136290338715163
101376,239,1
36353,418,1
138697,132,0.1973739500002
96508,276,1
106812,163,1
64949,373,0.392304061945062
86944,163,1
13214,2,1
44244,163,1
162712,409,1
11883,73,1
77377,73,1
151822,116,0.167677268654806
4176,207,1
63785,418,1
22113,132,1
73579,452,0.593472285020347
90372,314,1
66444,134,0.422298567394834
35017,30,1
9720,134,1
1794,314,0.078451217512011
78159,418,0.32762332340984
32850,116,1
70767,77,1
155496,77,1
99246,77,1
255,77,1
124260,431,1
14660,393,1
52457,468,0.03522099171106
157214,182,0.247183369074673
38791,105,1
125438,443,0.81606123290028
162114,267,1
10144,219,0.22756257580549
71498,219,1
20486,156,1
121031,156,0.741596630251731
157124,233,0.788258171386045
128782,163,1
49405,2,1
39013,373,0.033032828848431
40058,370,0.055210525894565
100737,268,1
72563,116,1
158986,267,1
136789,156,1
7552,356,1
145255,267,1
7833,267,1
7472,267,1
138322,21,0.942000976320233
170528,356,1
42726,124,0.306284209852437
72592,365,1
34560,362,1
71152,390,0.484156395069633
68947,67,0.933374948980817
85066,163,1
31328,42,0.000104035372026
58775,53,1
186251,361,1
55328,182,1
97953,377,0.482095119179113
129126,315,1
150869,332,0.065165654036455
106501,361,1
58699,7,1
159219,7,0.519697612434868
87895,131,1
168703,7,1
93687,176,1
55754,334,0.269555682723129
89573,286,1
34239,334,1
161844,135,0.47721024048409
74359,303,1
113632,90,1
67355,156,1
64028,156,1
159531,267,1
5950,267,1
112388,156,1
176139,172,0.962737517808833
127502,199,1
6457,15,1
30287,412,0.357975439256375
98942,156,1
28953,267,1
17227,156,1
38761,356,0.799269138095276
6124,267,1
147283,156,1
140583,21,1
73474,418,1
104642,132,1
40837,132,1
80933,18,0.424869223016749
87905,18,1
163487,18,0.494084473242141
154752,182,0.032767339884134
83690,361,1
97348,53,0.943873220262977
47362,19,0.020499707890167
154022,233,1
168240,267,1
121050,101,1
161385,441,1
98590,101,1
190099,109,1
13850,30,1
89309,109,1
173420,30,1
115116,137,1
12468,268,1
101495,389,0.00909334688797
101495,442,0.795007464389061
41326,54,1
48532,431,1
6642,176,1
179027,176,1
106097,22,1
121583,77,0.000355955861473
146716,77,1
12690,449,0.200485681594508
136352,168,0.085725373158213
86625,176,0.99345743936334
176477,163,1
121077,434,1
61019,109,1
183803,2,1
82695,163,1
179694,163,1
8739,163,1
181639,212,1
108169,15,1
44400,84,0.95791850312849
161144,405,1
142791,457,1
4212,146,1
164901,405,1
161327,174,0.922649611987369
117582,70,1
78787,425,1
2840,141,1
189685,84,0.115898109264723
21041,213,0.007881481718563
97375,418,1
119047,478,1
21036,407,1
46667,7,1
174377,224,1
81079,207,1
55859,132,1
170436,418,1
43109,389,0.649464069867038
67733,268,1
72558,418,0.038718093385993
135132,116,0.9560008799824
81596,217,1
143772,290,0.007791615309504
172730,337,1
119378,83,1
97890,303,1
63746,169,0.463434642549871
144185,365,1
70215,39,0.171798359671934
174824,18,0.992769475027094
183283,156,0.104927802887884
79920,156,0.002983880644774
117557,172,1
144583,267,1
172356,53,1
119393,344,1
172183,53,0.983935919811698
140872,361,0.106597847397271
183279,239,1
124459,388,0.322650187984961
160727,451,0.994395798248737
46804,121,1
132350,388,1
185994,121,1
92983,212,1
151347,15,1
42575,155,0.999255595043704
38877,77,1
94025,77,0.639572876882161
108684,77,1
62316,109,1
185722,434,1
151970,101,0.939351266582388
44936,18,1
9716,18,1
78910,137,1
13061,268,1
50332,165,1
167480,418,1
181505,83,0.114783889587153
27718,83,1
180953,90,1
59451,176,1
185163,159,0.996388014447942
15741,159,1
67442,386,0.980155665379459
167283,9,1
65964,268,1
69878,303,1
116423,290,1
72560,90,1
125748,83,0.319535343588758
26383,90,0.274768037114062
172424,303,0.725619755377613
134599,90,1
149829,376,0.673316049738346
47350,5,1
68118,181,1
189380,131,1
27374,176,1
1759,320,1
155549,176,1
24768,181,1
182075,333,1
105274,54,1
159708,442,1
135819,431,1
75489,231,1
103667,416,0.128555763658775
150581,465,1
138985,53,0.826023953629872
85777,218,0.094343323552606
142255,182,0.387902890247415
106412,182,0.349268647878759
13100,132,0.962596699897147
111454,53,1
180316,361,1
130563,284,1
146446,20,1
3688,163,1
109071,270,1
84820,2,1
84616,2,1
98744,167,0.982223841107317
100873,30,1
5628,134,1
57538,30,1
60422,442,1
61489,77,1
8032,77,1
185374,207,1
114496,132,1
20552,268,1
2999,434,0.078154459535733
125931,139,1
88279,92,1
108231,405,1
120669,70,1
93904,457,0.792628756652927
138696,405,1
174152,70,1
43349,217,1
96363,90,0.49858415857424
47187,90,1
148806,355,1
158878,344,0.989762676591828
168423,355,1
9389,295,0.679462556617212
76434,365,1
40210,23,1
178868,77,1
136417,77,1
175665,176,1
108250,159,1
21749,472,0.047047431557551
9222,163,1
14616,5,1
16899,390,1
134153,5,1
151637,417,0.531579557770215
46620,239,1
152921,54,1
189317,77,1
14620,30,1
61367,314,1
40430,391,0.070144540021695
120491,441,0.639081738406687
101913,453,3.19891236979427E-05
90747,18,1
2120,218,0.004291123938227
93718,90,1
60536,231,1
132209,100,1
82260,296,1
90649,181,1
34373,181,1
26347,46,1
134794,176,1
129717,124,0.765766666933412
36990,467,1
53569,39,0.00563721763901
141858,203,0.412997635120265
6576,218,1
177483,316,0.018911583144511
88493,404,1
133306,93,1
73628,142,1
141428,325,0.000248028771337
7992,15,1
141530,84,1
84273,84,1
18861,478,1
6126,212,1
96927,84,0.762809169595888
29705,88,0.184399092607633
112911,454,0.243203335707597
111912,451,0.030252726065426
138404,451,1
92139,121,1
111417,365,1
96536,365,1
186569,23,0.020084676580283
158865,417,1
186921,84,0.110669404977801
73653,436,0.850760247025251
15687,212,1
56636,302,1
140005,302,1
155252,302,1
17832,296,1
19513,154,1
179074,90,1
52747,83,1
17815,217,0.013371059919638
144349,303,0.914504103803017
31005,90,1
155370,231,1
93755,361,0.958815809479606
6236,344,0.178106151266155
188963,16,1
168261,365,1
76298,9,1
21531,144,0.837470120239759
149341,9,1
1279,77,1
143428,77,1
37195,58,0.255720350002601
56039,149,0.935756872474091
63361,156,1
100538,58,0.651761636885948
2257,156,1
117040,219,1
108299,172,1
105400,267,1
83389,267,1
15377,333,0.99506505877503
125117,333,1
131201,409,1
19588,361,1
127942,465,0.951270660743587
163479,361,1
110273,418,1
115091,268,1
13969,218,1
148911,468,1
69852,18,1
75175,28,1
21746,434,1
26167,314,1
152373,2,1
40679,2,0.055513295806676
183851,320,0.78917612601979
170151,181,1
127548,144,1
158018,297,1
113664,297,1
15914,77,0.999704058004631
54631,218,0.479011713089357
10251,218,0.369368287479034
133587,218,1
146301,300,0.028065908481777
84444,344,1
155332,121,0.897568256483516
22574,454,1
100656,454,1
140917,154,1
57435,302,1
106755,100,0.510580029868315
32980,296,1
88860,231,1
58246,405,0.935361825643079
128061,285,1
572,146,0.834921892506162
148184,463,0.473059737017909
78880,168,1
102433,285,1
151003,405,0.235111950450523
174673,257,1
96244,405,0.542199304184899
10277,168,0.000120021123718
28973,405,1
152549,30,1
24696,434,1
185112,434,1
14509,28,0.142336963915587
4459,418,1
21626,137,1
17954,30,1
63104,134,1
6460,314,1
88782,314,1
20785,30,1
58207,314,1
106245,283,1
178846,165,1
96312,389,1
84825,77,1
104024,77,1
60456,431,1
3345,155,0.018922369458463
6568,405,0.800340955475697
85500,285,1
111665,337,0.37215089598995
90609,141,0.834902998306923
64245,116,1
160249,137,1
138873,472,1
167042,405,1
165239,146,0.696706814453203
157483,405,0.584884661270047
171170,405,1
27517,146,1
144537,285,1
146110,323,1
130844,159,1
94260,131,0.893765200972862
53283,22,1
84496,100,1
163463,296,1
129613,296,1
62988,418,1
181857,141,1
188687,418,1
179649,283,1
37683,221,0.781152326944857
116213,355,1
140184,178,0.131929467968903
16286,297,1
3195,155,1
136480,297,0.06530063500066
57033,123,1
164759,285,0.712357769782157
165642,344,1
166468,355,1
174548,344,1
60465,355,1
183570,53,1
170751,141,1
23030,116,1
22183,283,0.329724409448819
167320,418,1
78902,283,0.346108603802573
159030,18,1
54412,18,1
92109,18,1
19092,18,1
133707,377,1
72654,18,1
132767,18,1
187327,134,1
115793,109,1
54730,30,1
165095,270,1
114045,168,1
130937,285,1
176649,405,1
99818,116,1
88423,141,1
37748,224,1
171289,7,0.955516071199898
135805,320,0.006389840273999
178050,436,1
134366,15,1
21531,239,0.140059499261264
120288,239,1
79404,267,0.040818530101017
19816,19,0.383669794521918
162918,267,1
108614,156,1
133382,30,1
163401,109,1
187151,109,1
102164,155,0.558101564688463
133904,283,1
77503,18,1
137258,18,1
168352,294,1
169913,427,0.321295536839578
124897,105,1
162188,100,1
127952,302,1
182147,237,1
43100,154,1
6477,101,1
126538,134,1
56388,30,1
16023,441,1
40042,283,1
181908,418,1
122029,283,0.460604702709839
35143,18,1
24012,405,1
157908,285,1
79944,333,0.55194508924998
44300,77,1
32671,344,0.935958954820687
70665,355,1
132297,344,1
68315,267,1
83043,267,1
63985,54,1
91813,54,1
165275,333,1
42791,53,1
93449,393,0.999823900679984
899,393,1
126001,18,1
166608,141,1
37650,141,1
89359,224,1
23779,268,1
166555,405,1
179696,285,0.069420098451195
84970,163,1
64795,2,1
51292,5,1
3825,276,1
53970,163,1
41005,172,1
27118,267,1
110491,267,1
47896,54,0.310324273724467
89735,333,1
102419,431,1
183986,231,1
23007,355,1
49821,355,1
96957,389,1
20925,283,0.927627209512607
41499,116,0.86092601332704
165286,30,0.226282425823802
181670,134,1
94313,314,1
25025,325,1
137883,478,1
61503,361,1
160160,344,1
92326,53,0.13021008470641
10688,344,1
106272,355,1
183808,386,1
82738,53,1
65007,231,1
157439,313,0.483339267639893
17464,105,0.134914001671579
115629,105,0.940479665985467
154734,302,1
146041,161,1
177989,154,0.327685130355457
6251,155,1
87151,297,1
20145,155,1
88054,454,1
77784,121,1
20223,388,1
53246,121,1
93939,5,1
25636,373,1
49786,5,1
150715,284,0.918927139278196
38385,320,1
90585,104,0.516743635097604
62057,436,1
174370,417,1
96218,176,1
28991,379,0.472443149994399
185483,468,1
13146,18,0.149375734841274
87832,100,1
150569,148,0.030090740325833
132139,296,1
59481,22,1
48622,78,1
159075,297,1
147573,155,1
148917,146,1
174251,303,1
73508,184,1
79044,90,1
63515,267,1
75499,172,1
189388,267,1
70297,39,0.822561221999512
86011,144,1
97067,23,0.964753196342464
7315,155,1
26266,297,1
169790,155,1
63377,316,0.016405386795625
118010,316,1
158484,218,1
16718,134,1
85147,218,1
31723,458,1
186184,154,0.534090863624542
37625,100,1
20121,296,1
118747,109,1
1376,101,1
14024,109,1
112771,453,0.680520707028264
63913,218,0.690549195420703
8586,393,1
9614,468,1
14920,393,0.816890866956706
20895,18,1
136017,219,1
82744,267,1
80320,267,1
182753,267,1
45772,156,0.936935027118698
100143,172,1
146792,356,0.772237876434895
94664,18,0.49438301105801
75413,18,1
30362,418,1
6847,181,1
45248,181,1
151687,131,1
23982,176,1
150255,7,1
162679,239,1
1058,15,1
35744,84,1
166965,15,1
141764,212,1
169630,212,0.456958066012831
115182,436,1
160742,15,1
175271,155,1
109793,449,1
25284,297,1
36650,314,1
103736,134,1
119491,154,1
77349,302,1
186604,161,0.998975454942029
33314,100,1
113406,100,1
183971,464,1
83592,105,1
100700,294,1
169998,365,1
142965,9,1
61631,365,1
30064,365,1
95175,365,1
103490,23,0.011572860601453
72477,9,1
153305,290,1
91647,217,1
137279,83,0.094435237889377
149659,217,0.346383516905738
102534,311,1
15143,303,0.069695260722271
181746,303,0.268524369855453
13849,153,0.950295100334114
24204,297,1
48129,297,1
71039,446,0.630164991678402
65017,472,1
152647,163,1
140805,5,1
67422,356,0.623047734932236
66890,267,1
3819,21,0.786194727091578
41074,441,1
66813,314,0.182859657193144
59727,101,1
95393,434,1
48976,116,1
167843,141,1
107409,181,0.626241637339803
104643,7,1
68313,7,1
77726,90,1
143253,5,1
162794,373,1
109544,472,1
65273,270,1
87973,163,1
137197,270,1
153350,9,1
115987,104,0.591505896570905
4217,436,1
107718,212,1
48824,155,1
32333,446,0.719262590215878
60384,155,1
137456,389,1
68456,389,1
173382,453,0.612964800793943
58977,377,0.23104997979038
6683,182,1
78498,28,1
53555,109,1
55563,20,1
34537,163,1
51080,163,1
22935,284,0.287154388253703
47806,390,1
63763,238,0.882828129251156
171431,123,1
51415,285,1
104363,146,1
134886,181,1
141047,176,1
89014,323,0.560827796013129
152080,212,1
89774,417,0.550446717803924
143669,239,1
172273,30,1
133523,109,0.096086391360864
102585,101,1
78486,142,1
10910,142,1
87189,142,0.582031687605025
28509,199,0.422987990751038
130714,213,0.484393003456664
126307,141,1
97428,116,1
19269,283,1
111077,116,1
74961,141,0.966669201733986
63101,165,0.136389462396569
178568,355,1
52279,231,1
189396,361,1
136030,155,1
121829,155,1
89370,453,0.690463804073792
180036,453,0.849577212282253
155467,18,1
188402,207,0.713460568555715
146074,156,1
163212,443,1
73680,233,0.298872052592198
79605,267,1
32125,182,0.68626125225045
99489,182,1
189108,156,1
9483,156,1
81419,356,1
178386,267,1
38491,2,1
134969,332,1
9035,2,1
21152,332,1
185456,134,1
2814,434,1
174,30,0.244700562258639
94107,216,0.502946530375468
35019,286,1
5171,105,1
166719,334,0.017259732360097
122727,431,1
8779,386,0.317834575875082
96693,231,0.858266676803528
149726,361,0.355078146882528
135805,361,0.993610159726001
111166,116,1
72492,268,0.692860770427362
13260,207,0.384499915938803
22589,18,1
56666,53,0.657855547282204
88500,8,1
143296,464,1
15956,68,1
178001,255,1
897,90,1
23764,199,0.940871722041086
4921,54,1
104514,18,1
76199,377,1
117679,18,1
30500,18,1
25561,377,0.028400723524139
140105,182,1
37562,165,1
55928,400,0.002472761610576
69226,165,0.922144068881634
4223,207,0.695694637910883
38464,156,1
19707,156,0.17812213746565
69572,163,1
153975,239,1
109341,442,1
50253,442,1
31985,431,1
99728,54,1
159338,151,1
182818,167,1
42633,216,0.734014506262977
125911,270,0.018047307699998
2857,332,1
46027,114,1
136472,167,1
50823,270,1
132757,167,1
83919,441,0.690853287662462
31553,109,0.094482488280188
69885,28,0.604333386683739
44662,356,0.709071332220581
116497,437,0.34135196344401
62953,5,1
125150,276,1
115394,5,1
98537,2,1
185201,373,0.619758419326454
158698,109,1
155911,28,1
162656,434,1
186941,18,1
107479,182,0.260912881000584
187358,182,1
48483,303,0.003975872772071
71007,303,1
117770,365,1
132253,144,0.236593110462439
111168,132,0.002329220511548
75562,132,1
77993,165,1
112527,418,0.274944177224308
43133,185,0.825206049451868
60884,333,1
93453,442,0.153185749678803
177228,18,1
141948,18,1
85856,182,1
111538,156,1
156649,156,1
72266,21,1
172609,267,1
159584,156,1
111201,172,1
97419,2,1
136048,163,1
150256,163,1
4222,2,1
4318,151,1
187179,43,1
6989,332,1
91075,151,1
157163,346,0.74577295169202
124014,268,1
117154,116,1
169719,267,1
180818,267,1
64972,156,1
156308,267,1
153931,156,1
109878,267,1
64312,156,1
59654,219,1
19060,356,0.999151426364222
79625,356,1
98877,67,0.157251126423535
132303,163,1
31147,2,1
129468,2,1
128076,270,1
37427,163,1
28958,151,0.515460534214887
82964,185,1
28484,100,1
5499,464,1
11134,70,1
79236,163,1
54600,163,1
87744,2,1
37323,270,1
79843,390,0.779440307018773
65354,270,1
87367,28,1
36705,109,1
111232,30,1
66419,28,0.727172329902847
14370,101,1
163262,182,1
177202,182,1
81422,27,1
47435,167,9.60595569252937E-05
